Date,Tractor_Model,Demand_Units,Supplier,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Warehouse_Location,Inflation_Rate,Market_Trend_Index
2023-01-27,TX-100,476,Supplier A,27,0.04,2583,NY,3.68,0.77
2021-11-30,TX-300,444,Supplier D,3,0.082,2398,NY,3.22,0.41
2022-09-19,TX-400,338,Supplier E,12,0.084,3071,FL,2.17,0.55
2023-02-13,TX-300,235,Supplier E,15,0.1,4029,CA,3.28,0.75
2020-07-09,TX-500,95,Supplier E,4,0.096,4500,TX,2.87,0.55
2020-09-09,TX-200,494,Supplier B,22,0.038,1742,IL,3.35,0.06
2022-09-07,TX-200,495,Supplier A,9,0.02,1117,IL,2.28,0.73
2022-07-16,TX-100,178,Supplier D,16,0.029,4142,IL,4.24,0.79
2023-03-30,TX-100,454,Supplier B,27,0.049,1563,FL,1.7,0.46
2023-07-03,TX-400,367,Supplier B,10,0.081,1611,TX,3.25,0.44
2023-09-08,TX-400,497,Supplier C,4,0.072,3573,NY,5.53,0.25
2020-05-07,TX-500,136,Supplier D,14,0.079,4571,FL,3.39,0.64
2020-01-18,TX-100,298,Supplier E,3,0.038,3738,CA,3.48,0.88
2021-07-19,TX-100,378,Supplier E,6,0.025,1821,NY,1.81,0.66
2021-07-23,TX-400,489,Supplier C,29,0.002,786,IL,4.22,0.77
2023-09-08,TX-400,306,Supplier E,9,0.063,4566,CA,5.71,0.84
2021-11-16,TX-400,326,Supplier A,22,0.08,3583,TX,2.81,0.23
2021-09-17,TX-200,327,Supplier E,23,0.089,4350,TX,3.27,0.4
2023-08-04,TX-300,487,Supplier A,3,0.048,3732,FL,4.15,0.44
2022-05-03,TX-300,53,Supplier C,19,0.093,4877,TX,1.92,0.56
2022-08-19,TX-100,114,Supplier C,25,0.02,3377,IL,5.78,0.05
2020-06-03,TX-200,484,Supplier A,4,0.051,4039,FL,3.6,0.59
2021-05-04,TX-400,251,Supplier E,4,0.021,3044,FL,2.02,0.09
2023-11-10,TX-100,112,Supplier C,10,0.019,3599,IL,3.01,0.81
2022-02-23,TX-200,192,Supplier C,18,0.095,3018,TX,3.18,0.96
2023-02-01,TX-500,293,Supplier A,4,0.082,1544,CA,3.05,0.29
2023-11-17,TX-200,341,Supplier C,20,0.001,187,FL,4.62,0.51
2020-09-02,TX-100,334,Supplier E,7,0.027,1629,CA,3.05,0.82
2023-04-14,TX-300,229,Supplier C,6,0.021,3339,CA,2.96,0.31
2022-11-28,TX-400,223,Supplier A,7,0.015,3285,CA,2.95,0.16
2022-01-28,TX-500,374,Supplier E,12,0.07,112,CA,5.0,0.74
2021-06-21,TX-200,462,Supplier D,4,0.057,3028,IL,2.89,0.7
2022-07-09,TX-100,160,Supplier A,27,0.045,419,NY,1.56,0.57
2021-02-11,TX-100,224,Supplier D,26,0.019,4487,TX,3.14,0.94
2021-06-08,TX-400,202,Supplier C,17,0.028,4968,NY,2.75,0.96
2022-04-07,TX-100,449,Supplier E,23,0.036,1783,NY,5.59,0.86
2022-06-21,TX-100,405,Supplier C,8,0.079,2549,FL,3.65,0.29
2020-02-05,TX-400,266,Supplier E,1,0.099,4353,NY,2.56,0.23
2021-11-15,TX-500,346,Supplier B,15,0.018,483,NY,5.92,0.84
2020-01-20,TX-300,498,Supplier C,13,0.034,4593,IL,2.61,0.65
2020-11-16,TX-300,453,Supplier C,16,0.028,1196,CA,4.93,0.4
2021-05-26,TX-200,469,Supplier C,27,0.004,1069,NY,4.42,0.41
2021-02-03,TX-500,289,Supplier A,5,0.022,2620,NY,3.58,0.85
2021-10-15,TX-200,275,Supplier E,2,0.09,3351,FL,3.33,0.16
2022-08-29,TX-300,235,Supplier E,16,0.084,3774,TX,5.43,0.94
2021-04-15,TX-400,97,Supplier E,12,0.017,293,FL,3.64,0.63
2023-03-12,TX-100,435,Supplier A,5,0.037,2944,TX,3.19,0.79
2023-01-20,TX-300,257,Supplier E,27,0.031,4955,TX,3.09,0.37
2023-10-09,TX-500,206,Supplier C,7,0.015,1352,TX,2.74,0.59
2022-04-13,TX-300,274,Supplier D,24,0.062,894,IL,3.34,0.75
2021-12-27,TX-500,193,Supplier B,28,0.056,2822,IL,2.04,0.44
2022-05-03,TX-500,468,Supplier E,5,0.043,1726,CA,1.79,0.49
2020-02-20,TX-500,160,Supplier A,27,0.086,2941,TX,3.94,0.58
2021-07-28,TX-200,367,Supplier A,15,0.062,190,IL,3.54,0.06
2023-04-28,TX-400,412,Supplier E,5,0.026,3777,IL,2.28,0.86
2023-02-22,TX-300,411,Supplier D,16,0.037,4272,NY,1.98,0.87
2020-05-29,TX-400,181,Supplier E,20,0.015,3619,TX,2.14,0.28
2020-11-09,TX-100,162,Supplier A,2,0.059,1420,FL,2.92,0.88
2021-07-23,TX-300,373,Supplier B,22,0.059,3559,NY,3.53,0.75
2023-09-27,TX-400,484,Supplier D,11,0.087,2469,IL,2.37,0.48
2020-10-31,TX-400,138,Supplier E,24,0.086,2568,IL,4.9,0.35
2021-11-12,TX-100,210,Supplier B,28,0.084,2693,IL,2.37,0.4
2022-04-17,TX-500,383,Supplier E,26,0.055,1757,IL,2.06,0.53
2022-12-13,TX-300,457,Supplier D,5,0.065,3477,FL,5.98,0.41
2022-09-29,TX-300,124,Supplier A,20,0.078,4137,CA,3.51,0.42
2021-03-19,TX-100,330,Supplier D,6,0.009,445,CA,2.27,0.2
2021-09-04,TX-500,461,Supplier C,10,0.03,3981,TX,5.53,0.71
2022-09-19,TX-300,56,Supplier E,8,0.017,1764,IL,2.54,0.61
2020-09-20,TX-300,162,Supplier B,15,0.051,3973,TX,5.67,0.99
2022-12-12,TX-300,85,Supplier B,4,0.084,2872,FL,2.04,0.14
2022-09-30,TX-500,315,Supplier D,14,0.023,749,TX,5.29,0.11
2020-01-05,TX-100,162,Supplier D,20,0.073,2806,CA,2.33,0.52
2023-01-31,TX-300,341,Supplier D,25,0.041,2012,CA,5.72,0.15
2023-05-04,TX-400,272,Supplier B,3,0.09,3785,CA,4.08,0.61
2022-02-12,TX-500,260,Supplier A,4,0.063,4961,TX,2.35,0.2
2022-05-26,TX-200,67,Supplier B,6,0.098,1909,IL,5.3,0.48
2022-09-18,TX-100,290,Supplier A,2,0.025,3360,NY,3.26,0.61
2022-06-02,TX-400,183,Supplier D,3,0.092,2212,CA,4.8,0.46
2023-10-05,TX-300,269,Supplier C,24,0.036,1582,TX,4.4,0.32
2020-02-16,TX-200,440,Supplier B,14,0.062,775,NY,4.71,0.78
2022-05-16,TX-100,151,Supplier D,27,0.017,575,CA,3.05,0.85
2022-04-02,TX-500,189,Supplier B,1,0.076,425,CA,5.72,0.28
2022-07-24,TX-200,218,Supplier D,23,0.098,3363,FL,4.02,0.81
2021-10-17,TX-200,240,Supplier B,24,0.079,2235,CA,1.85,0.39
2020-09-25,TX-400,74,Supplier E,4,0.062,4353,NY,1.8,0.49
2021-01-04,TX-100,486,Supplier B,6,0.045,1396,NY,4.82,0.23
2021-09-27,TX-400,82,Supplier E,21,0.035,381,IL,5.32,0.63
2023-02-03,TX-400,392,Supplier A,16,0.042,756,NY,4.63,0.1
2021-10-18,TX-300,378,Supplier B,7,0.033,2310,TX,2.75,0.59
2020-04-29,TX-500,55,Supplier A,8,0.083,3345,TX,2.52,0.99
2022-04-10,TX-200,495,Supplier C,9,0.089,1000,CA,4.04,0.75
2022-12-17,TX-100,243,Supplier E,10,0.095,4526,IL,2.39,0.9
2023-10-01,TX-500,279,Supplier B,0,0.042,243,CA,3.21,0.46
2022-01-10,TX-500,186,Supplier A,14,0.055,3469,IL,4.33,0.14
2020-04-26,TX-100,372,Supplier D,7,0.058,4033,FL,2.78,0.29
2022-03-01,TX-500,449,Supplier A,18,0.065,2587,IL,3.19,0.05
2023-02-24,TX-300,265,Supplier B,11,0.0,2635,FL,3.12,0.5
2023-11-17,TX-500,398,Supplier C,5,0.084,1513,FL,3.57,0.65
2022-10-09,TX-300,413,Supplier E,9,0.027,1143,CA,4.53,0.42
2022-12-17,TX-200,232,Supplier D,23,0.047,2683,TX,5.02,0.56
2021-09-25,TX-200,217,Supplier A,4,0.084,3774,IL,4.49,0.32
2021-05-27,TX-400,331,Supplier B,23,0.1,749,CA,1.62,0.09
2022-03-12,TX-300,87,Supplier B,6,0.079,4860,FL,5.54,0.43
2023-01-24,TX-200,212,Supplier E,6,0.002,3391,FL,4.12,0.55
2023-02-15,TX-500,492,Supplier D,22,0.037,3021,NY,5.64,0.98
2021-07-13,TX-100,191,Supplier A,24,0.025,272,NY,5.84,0.35
2021-05-02,TX-100,297,Supplier A,21,0.096,3121,IL,3.61,0.68
2023-06-14,TX-300,480,Supplier A,21,0.026,2148,TX,5.62,0.82
2022-06-15,TX-400,152,Supplier E,26,0.094,4178,NY,3.14,0.34
2023-07-19,TX-500,248,Supplier E,8,0.094,3196,FL,2.67,0.93
2023-04-27,TX-300,249,Supplier D,14,0.084,3027,CA,1.83,0.34
2021-12-04,TX-100,91,Supplier A,5,0.01,1994,TX,3.53,0.97
2021-08-03,TX-300,484,Supplier A,15,0.0,4076,IL,4.6,0.0
2022-02-28,TX-500,196,Supplier D,6,0.079,3362,CA,5.9,0.63
2022-05-10,TX-200,115,Supplier D,14,0.084,508,IL,3.85,0.79
2020-09-03,TX-500,480,Supplier D,22,0.096,3649,CA,4.81,0.28
2023-01-04,TX-200,242,Supplier B,1,0.022,3475,CA,5.53,0.12
2020-06-02,TX-200,347,Supplier D,28,0.073,4122,TX,3.94,0.02
2023-12-29,TX-200,87,Supplier C,27,0.052,677,IL,2.25,0.07
2022-09-23,TX-300,190,Supplier E,7,0.033,3707,NY,5.32,0.54
2023-01-14,TX-100,155,Supplier D,11,0.061,4277,CA,4.08,0.84
2021-11-27,TX-300,477,Supplier B,10,0.055,702,CA,4.91,0.06
2023-08-01,TX-100,201,Supplier C,5,0.029,3855,NY,4.46,0.11
2023-05-28,TX-500,401,Supplier B,19,0.027,4169,TX,1.77,0.01
2022-12-28,TX-400,463,Supplier B,26,0.049,1087,TX,2.26,0.28
2022-12-06,TX-500,375,Supplier B,12,0.047,4336,TX,2.79,0.92
2022-10-05,TX-300,87,Supplier B,22,0.03,2415,FL,2.78,0.28
2020-04-03,TX-300,146,Supplier A,15,0.026,4334,FL,5.28,0.44
2022-08-15,TX-100,157,Supplier E,7,0.095,3218,TX,4.19,0.18
2022-10-08,TX-300,168,Supplier A,16,0.086,1183,TX,1.88,0.12
2021-03-28,TX-200,200,Supplier C,25,0.082,2708,NY,3.24,0.18
2023-05-12,TX-300,123,Supplier A,28,0.021,1687,FL,4.0,0.21
2022-06-30,TX-100,106,Supplier C,12,0.019,1184,IL,2.63,0.13
2020-08-05,TX-100,415,Supplier D,3,0.081,1849,TX,1.68,0.79
2021-04-18,TX-200,384,Supplier C,19,0.018,3266,TX,3.21,0.48
2021-03-07,TX-100,301,Supplier A,9,0.05,1755,TX,3.58,0.54
2020-12-06,TX-400,456,Supplier A,24,0.022,3646,CA,5.57,0.37
2021-07-04,TX-500,341,Supplier C,28,0.038,139,FL,5.59,0.21
2023-08-05,TX-300,362,Supplier A,21,0.085,1450,IL,3.75,0.09
2023-07-01,TX-400,304,Supplier C,19,0.089,2094,CA,3.62,0.08
2020-12-22,TX-300,303,Supplier B,15,0.1,2553,CA,4.38,0.19
2020-01-23,TX-400,434,Supplier E,28,0.094,843,IL,2.66,0.85
2021-06-05,TX-300,308,Supplier C,16,0.067,3382,IL,2.79,0.22
2023-01-28,TX-200,319,Supplier B,7,0.043,4233,IL,1.51,0.35
2022-03-12,TX-100,83,Supplier B,10,0.006,2464,IL,1.85,0.57
2023-04-18,TX-100,375,Supplier B,24,0.061,1206,IL,2.3,0.51
2023-05-31,TX-200,374,Supplier B,4,0.021,3527,TX,4.38,0.67
2022-01-31,TX-400,287,Supplier C,20,0.085,729,IL,2.46,0.19
2021-03-17,TX-500,228,Supplier A,25,0.055,4734,IL,2.06,0.52
2022-02-07,TX-400,153,Supplier B,15,0.073,2356,FL,4.27,0.77
2022-10-12,TX-100,78,Supplier D,23,0.067,4085,TX,4.43,0.39
2023-09-10,TX-500,276,Supplier B,7,0.035,591,CA,1.77,0.97
2021-05-30,TX-300,281,Supplier A,20,0.076,4779,TX,4.98,0.58
2022-11-05,TX-500,353,Supplier A,15,0.084,4253,NY,4.23,0.67
2022-03-02,TX-400,399,Supplier E,3,0.074,1582,IL,3.29,0.46
2020-12-01,TX-200,384,Supplier E,5,0.078,2049,CA,5.92,0.86
2020-09-14,TX-300,166,Supplier B,25,0.036,2543,NY,1.55,0.45
2021-05-11,TX-400,256,Supplier B,20,0.094,3233,CA,3.95,0.94
2022-06-14,TX-300,449,Supplier E,7,0.042,3617,TX,2.22,0.31
2020-06-08,TX-500,234,Supplier B,8,0.09,2234,NY,2.98,0.87
2022-05-01,TX-100,187,Supplier D,12,0.086,1961,IL,2.1,0.64
2021-11-20,TX-400,452,Supplier C,16,0.012,710,IL,4.51,0.8
2021-01-14,TX-200,372,Supplier E,8,0.097,1247,NY,3.31,0.04
2022-08-14,TX-500,213,Supplier E,12,0.1,4841,TX,5.94,0.28
2021-11-21,TX-400,437,Supplier A,8,0.061,2430,NY,4.44,0.85
2023-12-21,TX-200,124,Supplier B,5,0.078,2661,TX,5.63,0.32
2023-07-15,TX-400,282,Supplier E,26,0.093,928,CA,2.58,0.71
2023-12-11,TX-500,466,Supplier E,9,0.002,1795,TX,2.93,0.99
2023-04-06,TX-400,333,Supplier D,4,0.093,2304,NY,3.13,0.18
2022-12-02,TX-300,426,Supplier B,6,0.063,2373,NY,5.27,0.42
2020-10-11,TX-500,304,Supplier C,10,0.083,2980,CA,2.45,0.17
2021-01-31,TX-400,58,Supplier D,23,0.054,3565,NY,5.76,0.15
2020-01-12,TX-100,252,Supplier C,8,0.053,365,FL,1.7,0.63
2023-08-18,TX-400,439,Supplier A,24,0.09,1389,NY,5.5,0.19
2023-06-30,TX-300,428,Supplier E,9,0.051,3720,FL,3.53,0.48
2021-05-13,TX-200,354,Supplier D,10,0.047,3491,NY,3.87,0.98
2022-01-23,TX-200,140,Supplier C,2,0.061,572,NY,5.99,0.33
2020-02-04,TX-200,430,Supplier B,28,0.052,2675,CA,5.42,0.87
2021-12-27,TX-100,381,Supplier A,7,0.045,1996,FL,5.57,0.4
2022-04-28,TX-300,199,Supplier A,16,0.018,3254,CA,4.13,0.26
2020-03-30,TX-500,409,Supplier E,6,0.04,989,FL,5.8,0.34
2022-02-14,TX-200,225,Supplier E,11,0.028,3599,FL,4.6,0.13
2021-08-27,TX-300,454,Supplier C,15,0.04,1711,IL,5.19,0.68
2022-08-27,TX-400,82,Supplier C,14,0.059,4576,FL,4.74,0.51
2022-10-18,TX-100,233,Supplier A,20,0.061,285,CA,5.01,0.61
2021-02-21,TX-300,206,Supplier C,28,0.024,4105,CA,4.37,0.3
2020-04-24,TX-300,102,Supplier E,12,0.008,3433,TX,4.77,0.65
2021-09-08,TX-500,345,Supplier A,17,0.074,2326,NY,3.46,0.16
2023-05-04,TX-300,251,Supplier A,17,0.053,3313,IL,4.68,0.65
2022-04-05,TX-500,323,Supplier B,23,0.044,4115,NY,2.75,0.08
2023-01-03,TX-100,224,Supplier B,4,0.013,1391,CA,4.36,0.4
2021-02-16,TX-100,293,Supplier C,13,0.041,2773,IL,3.86,0.61
2023-10-31,TX-400,318,Supplier C,27,0.082,2617,FL,5.54,0.86
2023-12-14,TX-500,460,Supplier E,10,0.058,3863,CA,4.53,0.81
2021-12-29,TX-500,495,Supplier E,2,0.009,3148,CA,4.18,0.53
2023-07-24,TX-200,123,Supplier B,16,0.033,2254,CA,2.91,0.88
2022-10-17,TX-200,145,Supplier A,26,0.098,3202,CA,5.38,0.51
2022-01-30,TX-400,410,Supplier D,22,0.054,3718,IL,1.74,0.52
2021-11-06,TX-100,222,Supplier D,26,0.029,3943,NY,5.55,0.72
2023-11-18,TX-200,436,Supplier C,11,0.091,620,NY,4.44,0.88
2021-04-01,TX-300,455,Supplier D,2,0.034,1744,FL,2.35,0.6
2022-07-08,TX-100,204,Supplier D,22,0.073,754,CA,5.56,0.94
2020-07-10,TX-300,232,Supplier B,27,0.015,141,CA,2.97,0.23
2022-01-08,TX-500,372,Supplier A,1,0.016,3011,NY,2.26,0.92
2023-01-27,TX-100,338,Supplier E,3,0.056,3884,FL,2.94,0.22
2022-09-04,TX-400,307,Supplier B,17,0.024,4051,TX,5.82,0.53
2022-10-05,TX-500,124,Supplier E,19,0.005,1923,IL,4.89,0.8
2020-04-05,TX-500,223,Supplier B,20,0.093,2408,NY,5.63,0.8
2021-10-24,TX-300,379,Supplier B,13,0.006,1613,IL,2.84,0.28
2023-04-28,TX-500,280,Supplier D,7,0.072,4866,NY,1.87,0.99
2020-02-06,TX-200,296,Supplier E,1,0.033,3836,FL,4.03,0.08
2023-10-24,TX-100,210,Supplier B,25,0.093,1380,CA,3.67,0.03
2020-10-05,TX-200,235,Supplier D,18,0.099,3238,TX,4.74,0.84
2020-08-04,TX-300,440,Supplier C,9,0.034,319,IL,3.94,0.82
2022-05-16,TX-300,192,Supplier E,27,0.059,3494,TX,3.28,0.71
2022-05-22,TX-100,331,Supplier B,28,0.077,4109,CA,1.52,0.85
2023-07-20,TX-500,444,Supplier C,4,0.012,3907,NY,3.6,0.14
2020-03-02,TX-400,177,Supplier D,10,0.071,2132,FL,2.04,0.1
2021-08-18,TX-300,215,Supplier B,27,0.091,1729,CA,5.65,0.97
2021-12-29,TX-100,76,Supplier D,27,0.018,3349,TX,5.65,0.62
2023-09-27,TX-400,295,Supplier D,8,0.084,560,TX,5.12,0.92
2021-01-31,TX-500,184,Supplier D,15,0.012,389,TX,2.21,0.91
2021-11-29,TX-300,434,Supplier E,25,0.057,1235,NY,2.16,0.65
2022-11-08,TX-100,251,Supplier C,26,0.034,2613,TX,4.03,0.63
2020-06-25,TX-100,70,Supplier C,4,0.047,323,NY,4.77,0.36
2021-01-30,TX-100,128,Supplier A,14,0.03,2545,TX,5.57,0.15
2021-03-20,TX-300,207,Supplier B,13,0.026,553,IL,5.52,0.69
2023-06-10,TX-400,143,Supplier D,8,0.074,4558,IL,2.2,0.82
2020-03-16,TX-100,57,Supplier B,19,0.022,2146,CA,5.98,0.54
2020-09-21,TX-500,388,Supplier C,25,0.041,2822,CA,2.21,0.05
2021-03-30,TX-100,308,Supplier C,4,0.027,4198,FL,5.28,0.14
2021-12-18,TX-400,104,Supplier D,14,0.024,4788,TX,4.14,0.1
2022-01-04,TX-300,448,Supplier E,8,0.063,3975,TX,4.55,0.66
2023-11-08,TX-100,85,Supplier D,3,0.005,790,NY,4.22,0.56
2022-04-30,TX-100,55,Supplier D,20,0.079,948,CA,5.41,0.47
2023-10-22,TX-500,426,Supplier A,20,0.055,3486,IL,4.37,0.54
2020-05-23,TX-500,91,Supplier E,3,0.083,4801,NY,5.32,0.28
2022-06-03,TX-100,99,Supplier B,19,0.021,4924,IL,2.19,0.8
2022-12-28,TX-100,161,Supplier E,26,0.071,2568,NY,5.4,0.33
2023-01-27,TX-500,195,Supplier D,20,0.042,1528,CA,5.97,0.64
2021-01-30,TX-400,279,Supplier D,27,0.008,2415,TX,4.48,0.39
2022-11-14,TX-200,260,Supplier D,21,0.075,4025,TX,5.89,0.07
2022-08-05,TX-200,355,Supplier D,6,0.076,2715,CA,2.49,0.26
2022-06-09,TX-100,79,Supplier D,14,0.027,838,IL,5.23,0.97
2023-03-20,TX-500,344,Supplier E,21,0.092,4851,FL,2.26,0.19
2023-03-13,TX-300,165,Supplier D,16,0.076,2318,FL,3.82,0.1
2021-07-22,TX-300,445,Supplier C,17,0.031,2452,CA,4.49,0.29
2022-11-28,TX-200,275,Supplier C,6,0.024,3339,NY,4.47,0.88
2020-04-18,TX-400,108,Supplier A,29,0.044,974,TX,4.52,0.31
2022-12-01,TX-200,125,Supplier B,18,0.029,434,IL,2.94,0.42
2023-04-24,TX-100,477,Supplier C,27,0.022,1278,FL,5.88,0.31
2022-07-23,TX-400,265,Supplier A,9,0.04,729,TX,1.53,0.99
2021-02-01,TX-300,181,Supplier E,26,0.003,180,CA,4.29,1.0
2023-05-31,TX-500,469,Supplier B,12,0.04,1009,TX,5.4,0.48
2021-09-25,TX-500,353,Supplier D,1,0.022,549,FL,5.51,0.78
2023-03-02,TX-100,447,Supplier D,21,0.026,3170,IL,4.74,0.22
2023-04-01,TX-200,130,Supplier E,26,0.008,3070,NY,4.09,0.37
2023-05-23,TX-100,354,Supplier B,19,0.059,4178,NY,3.56,0.68
2022-01-02,TX-500,116,Supplier C,27,0.047,2079,TX,3.52,0.29
2020-08-22,TX-300,279,Supplier B,10,0.075,4875,NY,3.41,0.22
2021-10-19,TX-500,382,Supplier A,4,0.099,3495,FL,4.65,0.92
2022-01-20,TX-400,442,Supplier E,5,0.012,829,IL,4.79,0.24
2021-08-10,TX-500,326,Supplier C,2,0.027,3399,NY,3.82,0.06
2022-10-29,TX-500,410,Supplier B,0,0.068,3111,NY,4.83,0.75
2023-01-02,TX-400,121,Supplier B,2,0.024,3120,CA,3.88,0.24
2022-08-11,TX-200,258,Supplier C,2,0.003,1113,NY,1.94,0.45
2021-05-06,TX-500,321,Supplier A,21,0.011,4875,NY,5.33,0.11
2022-07-01,TX-100,193,Supplier A,3,0.043,1420,FL,5.42,0.07
2023-06-30,TX-500,300,Supplier B,6,0.043,3364,NY,2.7,0.46
2023-06-07,TX-100,333,Supplier D,28,0.097,4708,CA,5.04,0.34
2023-04-12,TX-400,228,Supplier C,14,0.047,4782,CA,3.8,0.51
2023-04-06,TX-500,489,Supplier A,10,0.068,3008,CA,2.06,0.97
2020-06-18,TX-400,129,Supplier A,17,0.049,3143,NY,3.29,0.41
2023-11-17,TX-400,106,Supplier A,11,0.027,2290,TX,1.84,0.6
2022-08-03,TX-200,415,Supplier E,3,0.011,2341,TX,5.04,0.1
2022-03-05,TX-500,357,Supplier D,23,0.086,2669,FL,2.38,0.89
2021-09-25,TX-100,223,Supplier A,10,0.015,3604,TX,2.24,0.81
2023-05-02,TX-100,287,Supplier D,5,0.01,1402,FL,2.44,0.52
2020-01-29,TX-500,215,Supplier B,25,0.021,889,FL,2.52,0.18
2023-04-03,TX-200,133,Supplier B,18,0.0,3399,CA,4.53,0.43
2023-12-16,TX-200,97,Supplier E,25,0.007,2064,IL,4.37,0.3
2020-12-04,TX-200,176,Supplier D,27,0.064,516,FL,2.08,0.99
2023-10-20,TX-100,218,Supplier C,17,0.024,3372,NY,4.76,0.49
2023-09-27,TX-400,403,Supplier E,14,0.034,1444,CA,3.07,0.42
2021-05-14,TX-200,423,Supplier A,2,0.084,2837,NY,3.56,0.17
2021-05-25,TX-100,492,Supplier B,16,0.077,2515,NY,2.06,0.24
2023-09-12,TX-100,398,Supplier B,0,0.049,2745,TX,4.69,0.71
2020-08-04,TX-400,116,Supplier C,1,0.061,2707,NY,3.19,0.53
2023-08-17,TX-500,379,Supplier E,29,0.009,904,FL,4.34,0.36
2023-03-01,TX-500,389,Supplier D,18,0.076,2865,NY,3.42,0.3
2022-12-29,TX-200,243,Supplier B,28,0.052,2052,NY,1.72,0.2
2023-06-29,TX-200,204,Supplier A,8,0.057,3497,TX,4.67,0.03
2023-12-09,TX-400,209,Supplier C,7,0.067,2063,NY,3.99,0.98
2021-03-20,TX-200,233,Supplier C,11,0.05,4505,FL,3.45,0.75
2022-05-25,TX-400,315,Supplier C,26,0.052,4898,FL,2.41,0.93
2023-04-20,TX-100,217,Supplier A,26,0.05,2675,NY,4.31,0.41
2020-06-15,TX-200,194,Supplier C,14,0.05,3474,FL,2.74,0.87
2020-03-31,TX-100,235,Supplier D,24,0.075,4892,FL,3.43,0.26
2021-12-14,TX-300,423,Supplier D,22,0.043,3813,TX,1.75,0.51
2020-02-08,TX-400,402,Supplier E,6,0.0,3848,CA,5.0,0.2
2023-02-23,TX-300,311,Supplier E,20,0.061,704,CA,1.91,0.77
2020-06-21,TX-200,472,Supplier D,15,0.095,3450,IL,5.51,0.5
2021-10-14,TX-100,323,Supplier A,6,0.026,3896,CA,5.4,0.54
2022-01-23,TX-200,377,Supplier E,19,0.082,2800,NY,5.87,0.86
2023-05-28,TX-300,394,Supplier C,20,0.046,1750,FL,5.59,0.74
2022-12-17,TX-200,272,Supplier D,11,0.064,4516,CA,5.87,0.97
2021-04-20,TX-500,91,Supplier B,16,0.089,3648,TX,5.49,0.41
2021-03-31,TX-300,53,Supplier A,10,0.077,403,IL,2.01,0.46
2022-04-08,TX-200,325,Supplier A,3,0.088,618,NY,3.47,0.62
2022-06-13,TX-100,333,Supplier D,18,0.001,4130,CA,1.84,0.45
2023-10-16,TX-200,473,Supplier B,1,0.019,1040,FL,3.95,0.42
2022-10-21,TX-100,242,Supplier A,1,0.042,2978,TX,3.88,0.34
2021-01-21,TX-500,153,Supplier E,23,0.085,179,CA,5.65,0.83
2020-12-13,TX-200,296,Supplier B,16,0.084,202,FL,5.86,0.53
2020-07-08,TX-500,349,Supplier C,23,0.019,828,CA,2.67,0.61
2021-05-19,TX-300,72,Supplier E,8,0.014,4337,NY,4.12,0.2
2023-04-29,TX-100,490,Supplier B,21,0.083,2550,IL,3.59,0.25
2023-10-24,TX-300,352,Supplier D,0,0.054,1055,FL,3.96,0.34
2023-12-03,TX-100,62,Supplier A,9,0.063,3760,IL,3.89,0.47
2022-04-03,TX-500,193,Supplier E,27,0.081,4965,IL,5.61,0.04
2022-07-17,TX-400,267,Supplier D,22,0.021,839,TX,5.53,0.89
2022-07-22,TX-200,232,Supplier B,14,0.014,4357,FL,2.05,0.9
2023-02-14,TX-500,400,Supplier C,20,0.086,693,TX,3.05,0.66
2020-05-13,TX-100,291,Supplier A,14,0.011,3649,IL,4.89,0.32
2020-02-27,TX-100,242,Supplier A,24,0.009,662,NY,4.58,0.39
2021-11-15,TX-100,321,Supplier E,22,0.028,1799,NY,4.34,0.73
2021-11-02,TX-100,424,Supplier D,20,0.032,824,CA,5.97,0.29
2020-06-21,TX-200,214,Supplier B,28,0.024,1533,CA,3.02,0.61
2022-03-25,TX-300,229,Supplier B,1,0.074,1442,FL,3.82,0.91
2023-03-18,TX-400,166,Supplier D,13,0.097,1995,NY,5.91,0.41
2020-03-20,TX-200,315,Supplier A,3,0.02,4583,IL,4.63,0.59
2022-06-04,TX-100,427,Supplier D,17,0.078,4200,NY,4.42,0.93
2023-05-21,TX-200,87,Supplier B,8,0.004,2382,FL,2.2,0.34
2020-07-21,TX-500,93,Supplier D,1,0.012,474,CA,2.61,0.76
2022-02-02,TX-100,400,Supplier A,1,0.052,2422,CA,3.2,0.76
2023-06-06,TX-400,123,Supplier E,17,0.1,1494,TX,3.59,0.93
2023-06-04,TX-100,487,Supplier A,16,0.095,3973,CA,3.74,0.86
2023-11-26,TX-400,418,Supplier C,8,0.011,1655,IL,5.56,0.75
2020-02-16,TX-400,275,Supplier C,7,0.024,1023,FL,1.98,0.64
2023-06-10,TX-300,356,Supplier D,1,0.095,940,CA,2.62,0.24
2023-08-21,TX-300,357,Supplier A,1,0.015,1830,CA,2.15,0.67
2023-03-12,TX-200,397,Supplier A,4,0.074,4172,IL,4.81,0.28
2023-12-09,TX-200,364,Supplier B,11,0.0,4823,CA,5.87,0.44
2023-10-28,TX-400,62,Supplier E,28,0.063,2151,IL,5.52,0.71
2023-07-06,TX-100,474,Supplier A,29,0.049,4010,CA,4.75,0.67
2021-10-17,TX-500,61,Supplier D,27,0.047,1647,IL,1.6,0.4
2021-04-15,TX-500,99,Supplier B,15,0.083,4078,CA,3.06,0.18
2022-08-28,TX-100,362,Supplier B,13,0.008,2553,FL,5.39,0.48
2022-11-01,TX-100,483,Supplier D,19,0.038,1536,TX,4.44,0.27
