uuid,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
a3958a30-ea8d-ada0-6c8f-0e220d14ef0e,ELEC-04,12,0.044,2170,861
a3958a30-ea8d-ada0-6c8f-0e220d14ef0e,CHS-05,11,0.038,1453,1463
5af95b1a-60d1-f6b1-1fdd-a20d00429ca8,ENG-01,13,0.051,0,3996
5af95b1a-60d1-f6b1-1fdd-a20d00429ca8,TRN-02,15,0.07,0,2785
5af95b1a-60d1-f6b1-1fdd-a20d00429ca8,HYD-03,15,0.049,0,1076
5af95b1a-60d1-f6b1-1fdd-a20d00429ca8,ELEC-04,25,0.047,0,800
5af95b1a-60d1-f6b1-1fdd-a20d00429ca8,CHS-05,14,0.047,0,1358
bb722d10-fcad-c4e4-a93a-bb13fa54c8ae,ENG-01,16,0.076,1461,4269
bb722d10-fcad-c4e4-a93a-bb13fa54c8ae,TRN-02,10,0.061,2240,2861
bb722d10-fcad-c4e4-a93a-bb13fa54c8ae,HYD-03,16,0.035,345,1135
bb722d10-fcad-c4e4-a93a-bb13fa54c8ae,ELEC-04,11,0.042,3126,775
bb722d10-fcad-c4e4-a93a-bb13fa54c8ae,CHS-05,19,0.018,1041,1425
fc419307-a99b-9438-3cd2-87b24b667203,ENG-01,10,0.068,762,4295
fc419307-a99b-9438-3cd2-87b24b667203,TRN-02,11,0.049,0,2784
fc419307-a99b-9438-3cd2-87b24b667203,HYD-03,13,0.03,0,1102
fc419307-a99b-9438-3cd2-87b24b667203,ELEC-04,15,0.045,219,831
fc419307-a99b-9438-3cd2-87b24b667203,CHS-05,10,0.021,1136,1370
5da6e13a-42db-1e2d-8f55-48610220c268,ENG-01,21,0.07,0,4110
5da6e13a-42db-1e2d-8f55-48610220c268,TRN-02,17,0.068,0,2583
5da6e13a-42db-1e2d-8f55-48610220c268,HYD-03,13,0.056,111,1071
5da6e13a-42db-1e2d-8f55-48610220c268,ELEC-04,18,0.078,0,770
5da6e13a-42db-1e2d-8f55-48610220c268,CHS-05,22,0.012,1710,1329
b6194f51-c2d3-a752-371b-7593e76d1af6,ENG-01,16,0.053,572,4210
b6194f51-c2d3-a752-371b-7593e76d1af6,TRN-02,7,0.039,0,2666
b6194f51-c2d3-a752-371b-7593e76d1af6,HYD-03,9,0.059,975,1094
b6194f51-c2d3-a752-371b-7593e76d1af6,ELEC-04,9,0.069,2409,808
b6194f51-c2d3-a752-371b-7593e76d1af6,CHS-05,10,0.044,3638,1376
160232c1-6e33-9cd2-0d63-bb077ee5a45c,ENG-01,16,0.053,0,4503
160232c1-6e33-9cd2-0d63-bb077ee5a45c,TRN-02,18,0.062,0,2554
160232c1-6e33-9cd2-0d63-bb077ee5a45c,HYD-03,22,0.048,0,1097
160232c1-6e33-9cd2-0d63-bb077ee5a45c,ELEC-04,13,0.041,0,779
160232c1-6e33-9cd2-0d63-bb077ee5a45c,CHS-05,18,0.02,0,1424
516901a9-066e-4c28-9cad-bbddb0df32ee,ENG-01,16,0.088,0,4157
516901a9-066e-4c28-9cad-bbddb0df32ee,TRN-02,17,0.054,0,2507
516901a9-066e-4c28-9cad-bbddb0df32ee,HYD-03,22,0.031,557,1066
516901a9-066e-4c28-9cad-bbddb0df32ee,ELEC-04,22,0.078,1666,764
516901a9-066e-4c28-9cad-bbddb0df32ee,CHS-05,14,0.019,0,1372
c2ff4cc7-08f2-9e5a-9e55-3bee36ec1168,ENG-01,23,0.075,679,4027
c2ff4cc7-08f2-9e5a-9e55-3bee36ec1168,TRN-02,19,0.049,1299,2742
c2ff4cc7-08f2-9e5a-9e55-3bee36ec1168,HYD-03,17,0.052,844,1097
c2ff4cc7-08f2-9e5a-9e55-3bee36ec1168,ELEC-04,20,0.064,0,781
c2ff4cc7-08f2-9e5a-9e55-3bee36ec1168,CHS-05,11,0.02,0,1338
42d4b5a4-102c-6085-a02b-e9baa9ad4570,ENG-01,2,0.074,881,4466
42d4b5a4-102c-6085-a02b-e9baa9ad4570,TRN-02,9,0.054,0,2916
42d4b5a4-102c-6085-a02b-e9baa9ad4570,HYD-03,2,0.048,1407,1181
42d4b5a4-102c-6085-a02b-e9baa9ad4570,ELEC-04,4,0.054,1091,912
42d4b5a4-102c-6085-a02b-e9baa9ad4570,CHS-05,4,0.029,816,1557
a52fc611-4314-d538-fcb7-468916a9c5ca,ENG-01,3,0.085,1547,4519
a52fc611-4314-d538-fcb7-468916a9c5ca,TRN-02,9,0.06,0,2843
a52fc611-4314-d538-fcb7-468916a9c5ca,HYD-03,9,0.057,583,1145
a52fc611-4314-d538-fcb7-468916a9c5ca,ELEC-04,11,0.053,2509,847
a52fc611-4314-d538-fcb7-468916a9c5ca,CHS-05,4,0.032,1405,1489
bc1ea1b0-b17b-78d4-0f85-3fd84a12b3ff,ENG-01,14,0.084,1455,4288
bc1ea1b0-b17b-78d4-0f85-3fd84a12b3ff,TRN-02,18,0.059,0,2606
bc1ea1b0-b17b-78d4-0f85-3fd84a12b3ff,HYD-03,15,0.04,1424,1045
bc1ea1b0-b17b-78d4-0f85-3fd84a12b3ff,ELEC-04,12,0.076,1958,742
bc1ea1b0-b17b-78d4-0f85-3fd84a12b3ff,CHS-05,15,0.014,466,1302
5169fdf0-a9dd-8d78-cc97-8fb8768a39e3,ENG-01,24,0.053,0,4188
5169fdf0-a9dd-8d78-cc97-8fb8768a39e3,TRN-02,14,0.058,0,2720
5169fdf0-a9dd-8d78-cc97-8fb8768a39e3,HYD-03,21,0.053,0,994
5169fdf0-a9dd-8d78-cc97-8fb8768a39e3,ELEC-04,14,0.043,58,783
5169fdf0-a9dd-8d78-cc97-8fb8768a39e3,CHS-05,12,0.024,0,1359
302bd6db-d28d-8c64-4e41-2278f9bfcb3d,ENG-01,9,0.073,0,4628
302bd6db-d28d-8c64-4e41-2278f9bfcb3d,TRN-02,11,0.051,2034,2778
302bd6db-d28d-8c64-4e41-2278f9bfcb3d,HYD-03,10,0.058,862,1193
302bd6db-d28d-8c64-4e41-2278f9bfcb3d,ELEC-04,16,0.066,1688,808
302bd6db-d28d-8c64-4e41-2278f9bfcb3d,CHS-05,8,0.043,145,1479
c5335b6e-8166-7655-c267-9189c017da08,ENG-01,9,0.061,701,4214
c5335b6e-8166-7655-c267-9189c017da08,TRN-02,17,0.044,0,2836
c5335b6e-8166-7655-c267-9189c017da08,HYD-03,7,0.054,1133,1112
c5335b6e-8166-7655-c267-9189c017da08,ELEC-04,19,0.059,943,835
c5335b6e-8166-7655-c267-9189c017da08,CHS-05,7,0.022,1362,1406
41d451a0-b955-e458-ee6e-703a6a919927,ENG-01,18,0.067,0,4341
41d451a0-b955-e458-ee6e-703a6a919927,TRN-02,20,0.062,5504,2465
41d451a0-b955-e458-ee6e-703a6a919927,HYD-03,22,0.023,0,1087
41d451a0-b955-e458-ee6e-703a6a919927,ELEC-04,20,0.044,0,742
41d451a0-b955-e458-ee6e-703a6a919927,CHS-05,11,0.04,0,1331
1b38dd29-59ce-0f9f-4b48-3895acd11fb9,ENG-01,6,0.051,1260,4429
1b38dd29-59ce-0f9f-4b48-3895acd11fb9,TRN-02,7,0.062,2309,3081
1b38dd29-59ce-0f9f-4b48-3895acd11fb9,HYD-03,12,0.042,0,1189
1b38dd29-59ce-0f9f-4b48-3895acd11fb9,ELEC-04,13,0.052,0,875
1b38dd29-59ce-0f9f-4b48-3895acd11fb9,CHS-05,16,0.017,0,1539
e67b02be-e5cb-eb48-8eee-951420eab3b4,ENG-01,16,0.051,0,4231
e67b02be-e5cb-eb48-8eee-951420eab3b4,TRN-02,11,0.063,0,2736
e67b02be-e5cb-eb48-8eee-951420eab3b4,HYD-03,8,0.024,1938,1062
e67b02be-e5cb-eb48-8eee-951420eab3b4,ELEC-04,14,0.065,691,786
e67b02be-e5cb-eb48-8eee-951420eab3b4,CHS-05,12,0.036,3507,1384
3cfe3a54-2a1d-72a2-f620-dcc2e8f72da8,ENG-01,18,0.068,395,4353
3cfe3a54-2a1d-72a2-f620-dcc2e8f72da8,TRN-02,10,0.066,0,2578
3cfe3a54-2a1d-72a2-f620-dcc2e8f72da8,HYD-03,15,0.059,747,1088
3cfe3a54-2a1d-72a2-f620-dcc2e8f72da8,ELEC-04,13,0.08,213,794
3cfe3a54-2a1d-72a2-f620-dcc2e8f72da8,CHS-05,13,0.012,179,1376
77622844-9135-2e00-9ca7-78d0599da552,ENG-01,13,0.089,14,4391
77622844-9135-2e00-9ca7-78d0599da552,TRN-02,15,0.062,1277,2878
77622844-9135-2e00-9ca7-78d0599da552,HYD-03,3,0.044,805,1177
77622844-9135-2e00-9ca7-78d0599da552,ELEC-04,14,0.057,1312,840
77622844-9135-2e00-9ca7-78d0599da552,CHS-05,5,0.012,2419,1503
2dc1b29c-93fe-c498-b1ad-c72f2236b29f,ENG-01,11,0.086,952,4340
2dc1b29c-93fe-c498-b1ad-c72f2236b29f,TRN-02,7,0.058,462,2817
2dc1b29c-93fe-c498-b1ad-c72f2236b29f,HYD-03,20,0.025,863,1081
2dc1b29c-93fe-c498-b1ad-c72f2236b29f,ELEC-04,17,0.05,1828,800
2dc1b29c-93fe-c498-b1ad-c72f2236b29f,CHS-05,11,0.012,0,1383
dfd99fba-4588-8a4b-d832-5b05979019de,ENG-01,20,0.059,836,4243
dfd99fba-4588-8a4b-d832-5b05979019de,TRN-02,12,0.065,297,2539
dfd99fba-4588-8a4b-d832-5b05979019de,HYD-03,16,0.024,378,1116
dfd99fba-4588-8a4b-d832-5b05979019de,ELEC-04,20,0.069,309,776
dfd99fba-4588-8a4b-d832-5b05979019de,CHS-05,14,0.021,1279,1369
1d3cc5c9-3b7a-09d3-263c-bbeefe7303ab,ENG-01,9,0.079,0,4315
1d3cc5c9-3b7a-09d3-263c-bbeefe7303ab,TRN-02,13,0.063,920,2697
1d3cc5c9-3b7a-09d3-263c-bbeefe7303ab,HYD-03,11,0.022,0,1085
1d3cc5c9-3b7a-09d3-263c-bbeefe7303ab,ELEC-04,13,0.045,694,778
1d3cc5c9-3b7a-09d3-263c-bbeefe7303ab,CHS-05,7,0.047,1286,1352
0b1f0a9d-c486-7602-9bbe-53d59733cd27,ENG-01,9,0.084,0,4217
0b1f0a9d-c486-7602-9bbe-53d59733cd27,TRN-02,18,0.066,0,2542
0b1f0a9d-c486-7602-9bbe-53d59733cd27,HYD-03,17,0.058,0,1122
0b1f0a9d-c486-7602-9bbe-53d59733cd27,ELEC-04,17,0.043,0,775
0b1f0a9d-c486-7602-9bbe-53d59733cd27,CHS-05,15,0.012,0,1329
a95f566e-c89b-2caf-ab72-58f1007b9acd,ENG-01,9,0.07,0,4220
a95f566e-c89b-2caf-ab72-58f1007b9acd,TRN-02,17,0.044,85,2679
a95f566e-c89b-2caf-ab72-58f1007b9acd,HYD-03,13,0.043,952,1073
a95f566e-c89b-2caf-ab72-58f1007b9acd,ELEC-04,6,0.058,979,759
a95f566e-c89b-2caf-ab72-58f1007b9acd,CHS-05,16,0.029,0,1367
8974dab6-c3c7-f353-fe55-ce2281ec6080,ENG-01,16,0.06,973,4352
8974dab6-c3c7-f353-fe55-ce2281ec6080,TRN-02,18,0.039,460,2665
8974dab6-c3c7-f353-fe55-ce2281ec6080,HYD-03,15,0.023,1224,1061
8974dab6-c3c7-f353-fe55-ce2281ec6080,ELEC-04,16,0.071,0,769
8974dab6-c3c7-f353-fe55-ce2281ec6080,CHS-05,13,0.029,1769,1353
bf28ec8b-8315-32a5-5390-46caeb624106,ENG-01,3,0.06,372,4511
bf28ec8b-8315-32a5-5390-46caeb624106,TRN-02,4,0.052,727,2996
bf28ec8b-8315-32a5-5390-46caeb624106,HYD-03,4,0.041,0,1153
bf28ec8b-8315-32a5-5390-46caeb624106,ELEC-04,5,0.074,951,876
bf28ec8b-8315-32a5-5390-46caeb624106,CHS-05,4,0.045,300,1499
88b42150-0e73-4e66-9343-61284b7ae420,ENG-01,3,0.081,1352,4702
88b42150-0e73-4e66-9343-61284b7ae420,TRN-02,3,0.03,813,2935
88b42150-0e73-4e66-9343-61284b7ae420,HYD-03,14,0.047,1677,1185
88b42150-0e73-4e66-9343-61284b7ae420,ELEC-04,11,0.074,0,817
88b42150-0e73-4e66-9343-61284b7ae420,CHS-05,14,0.028,0,1460
0ae5ddd0-45ee-2207-c740-0cecd1b5c4f5,ENG-01,10,0.081,2580,4675
0ae5ddd0-45ee-2207-c740-0cecd1b5c4f5,TRN-02,15,0.068,3679,2759
0ae5ddd0-45ee-2207-c740-0cecd1b5c4f5,HYD-03,13,0.029,3258,1150
0ae5ddd0-45ee-2207-c740-0cecd1b5c4f5,ELEC-04,17,0.054,61,809
0ae5ddd0-45ee-2207-c740-0cecd1b5c4f5,CHS-05,14,0.015,0,1430
0fba5709-f407-f82a-ca2f-6cb3ebf057d8,ENG-01,13,0.075,127,4400
0fba5709-f407-f82a-ca2f-6cb3ebf057d8,TRN-02,12,0.036,0,2679
0fba5709-f407-f82a-ca2f-6cb3ebf057d8,HYD-03,18,0.051,858,1129
0fba5709-f407-f82a-ca2f-6cb3ebf057d8,ELEC-04,10,0.058,0,818
0fba5709-f407-f82a-ca2f-6cb3ebf057d8,CHS-05,22,0.023,340,1420
b5ed26d7-452e-92e2-a87c-4cf170816b55,ENG-01,21,0.068,0,4342
b5ed26d7-452e-92e2-a87c-4cf170816b55,TRN-02,10,0.056,1446,2985
b5ed26d7-452e-92e2-a87c-4cf170816b55,HYD-03,11,0.037,0,1136
b5ed26d7-452e-92e2-a87c-4cf170816b55,ELEC-04,12,0.071,0,821
b5ed26d7-452e-92e2-a87c-4cf170816b55,CHS-05,18,0.025,905,1443
30511624-a095-f76b-cbb3-31f691dd0410,ENG-01,12,0.055,4906,4268
30511624-a095-f76b-cbb3-31f691dd0410,TRN-02,24,0.067,4171,2514
30511624-a095-f76b-cbb3-31f691dd0410,HYD-03,17,0.027,5996,1085
30511624-a095-f76b-cbb3-31f691dd0410,ELEC-04,13,0.067,0,787
30511624-a095-f76b-cbb3-31f691dd0410,CHS-05,13,0.045,4113,1310
7fe82972-eaa4-6190-4681-242e3813e090,ENG-01,13,0.076,0,4288
7fe82972-eaa4-6190-4681-242e3813e090,TRN-02,21,0.053,2554,2493
7fe82972-eaa4-6190-4681-242e3813e090,HYD-03,15,0.037,940,1081
7fe82972-eaa4-6190-4681-242e3813e090,ELEC-04,24,0.053,1503,770
7fe82972-eaa4-6190-4681-242e3813e090,CHS-05,14,0.034,2736,1392
2af3c1e6-71ba-11c7-3fd2-9bd524b4437b,ENG-01,17,0.078,569,4189
2af3c1e6-71ba-11c7-3fd2-9bd524b4437b,TRN-02,13,0.04,0,2505
2af3c1e6-71ba-11c7-3fd2-9bd524b4437b,HYD-03,18,0.031,0,1065
2af3c1e6-71ba-11c7-3fd2-9bd524b4437b,ELEC-04,16,0.06,0,747
2af3c1e6-71ba-11c7-3fd2-9bd524b4437b,CHS-05,13,0.023,0,1370
35f4177a-2964-2b78-1325-c5d90b9e503b,ENG-01,14,0.089,0,4243
35f4177a-2964-2b78-1325-c5d90b9e503b,TRN-02,18,0.041,0,2489
35f4177a-2964-2b78-1325-c5d90b9e503b,HYD-03,18,0.047,0,1122
35f4177a-2964-2b78-1325-c5d90b9e503b,ELEC-04,18,0.068,0,781
35f4177a-2964-2b78-1325-c5d90b9e503b,CHS-05,13,0.028,0,1355
c9bbad54-4330-849a-acca-79883e59f544,ENG-01,13,0.071,966,4041
c9bbad54-4330-849a-acca-79883e59f544,TRN-02,8,0.031,3021,2658
c9bbad54-4330-849a-acca-79883e59f544,HYD-03,14,0.035,1226,1065
c9bbad54-4330-849a-acca-79883e59f544,ELEC-04,10,0.057,311,772
c9bbad54-4330-849a-acca-79883e59f544,CHS-05,8,0.015,0,1388
a85ef274-f912-ea34-e03d-f24a8210f1a7,ENG-01,20,0.054,1237,4134
a85ef274-f912-ea34-e03d-f24a8210f1a7,TRN-02,15,0.043,3151,2805
a85ef274-f912-ea34-e03d-f24a8210f1a7,HYD-03,12,0.02,1589,1062
a85ef274-f912-ea34-e03d-f24a8210f1a7,ELEC-04,20,0.074,943,826
a85ef274-f912-ea34-e03d-f24a8210f1a7,CHS-05,12,0.034,51,1394
98d2f847-4ed6-0829-fd41-38a7f9aed30b,ENG-01,15,0.055,330,4292
98d2f847-4ed6-0829-fd41-38a7f9aed30b,TRN-02,2,0.064,0,2967
98d2f847-4ed6-0829-fd41-38a7f9aed30b,HYD-03,14,0.048,758,1146
98d2f847-4ed6-0829-fd41-38a7f9aed30b,ELEC-04,12,0.076,0,855
98d2f847-4ed6-0829-fd41-38a7f9aed30b,CHS-05,10,0.014,2799,1514
c5aeb613-c879-3c4b-5455-566198afc706,ENG-01,8,0.064,405,4601
c5aeb613-c879-3c4b-5455-566198afc706,TRN-02,12,0.043,493,3007
c5aeb613-c879-3c4b-5455-566198afc706,HYD-03,6,0.044,870,1205
c5aeb613-c879-3c4b-5455-566198afc706,ELEC-04,15,0.06,812,840
c5aeb613-c879-3c4b-5455-566198afc706,CHS-05,12,0.03,990,1519
94933171-9fcf-e643-a415-e17cc2790216,ENG-01,16,0.055,509,4436
94933171-9fcf-e643-a415-e17cc2790216,TRN-02,15,0.062,1379,2711
94933171-9fcf-e643-a415-e17cc2790216,HYD-03,10,0.037,2550,1159
94933171-9fcf-e643-a415-e17cc2790216,ELEC-04,21,0.043,1857,815
94933171-9fcf-e643-a415-e17cc2790216,CHS-05,19,0.015,0,1404
b2529b08-7c2a-daef-cd5f-988893390bf5,ENG-01,14,0.056,0,4361
b2529b08-7c2a-daef-cd5f-988893390bf5,TRN-02,4,0.049,342,3041
b2529b08-7c2a-daef-cd5f-988893390bf5,HYD-03,13,0.047,0,1153
b2529b08-7c2a-daef-cd5f-988893390bf5,ELEC-04,12,0.063,173,876
b2529b08-7c2a-daef-cd5f-988893390bf5,CHS-05,6,0.03,0,1535
76aea86e-65a0-7bd6-6e8f-2e41dd36f045,ENG-01,8,0.053,0,4439
76aea86e-65a0-7bd6-6e8f-2e41dd36f045,TRN-02,12,0.038,1512,2771
76aea86e-65a0-7bd6-6e8f-2e41dd36f045,HYD-03,15,0.054,1600,1109
76aea86e-65a0-7bd6-6e8f-2e41dd36f045,ELEC-04,21,0.041,0,791
76aea86e-65a0-7bd6-6e8f-2e41dd36f045,CHS-05,12,0.037,1166,1440
3d624db3-1e7e-4f42-0956-2a5a734ab1ca,ENG-01,23,0.054,0,4011
3d624db3-1e7e-4f42-0956-2a5a734ab1ca,TRN-02,20,0.035,114,2704
3d624db3-1e7e-4f42-0956-2a5a734ab1ca,HYD-03,18,0.032,0,1067
3d624db3-1e7e-4f42-0956-2a5a734ab1ca,ELEC-04,20,0.045,0,799
3d624db3-1e7e-4f42-0956-2a5a734ab1ca,CHS-05,18,0.038,195,1383
116bb6da-ce1d-3915-7ec7-dbc84a19fd9c,ENG-01,13,0.08,1880,4168
116bb6da-ce1d-3915-7ec7-dbc84a19fd9c,TRN-02,12,0.031,816,2482
116bb6da-ce1d-3915-7ec7-dbc84a19fd9c,HYD-03,20,0.041,0,1088
116bb6da-ce1d-3915-7ec7-dbc84a19fd9c,ELEC-04,18,0.051,0,774
116bb6da-ce1d-3915-7ec7-dbc84a19fd9c,CHS-05,12,0.039,322,1385
06ff4616-0abf-e695-8e4e-da59e1dc11c0,ENG-01,12,0.057,345,4068
06ff4616-0abf-e695-8e4e-da59e1dc11c0,TRN-02,6,0.031,914,2651
06ff4616-0abf-e695-8e4e-da59e1dc11c0,HYD-03,12,0.044,641,1047
06ff4616-0abf-e695-8e4e-da59e1dc11c0,ELEC-04,6,0.049,0,768
06ff4616-0abf-e695-8e4e-da59e1dc11c0,CHS-05,12,0.03,1769,1401
10f888f1-571e-f93e-aeb3-5b598cc96a4f,ENG-01,14,0.08,0,4694
10f888f1-571e-f93e-aeb3-5b598cc96a4f,TRN-02,12,0.063,0,2744
10f888f1-571e-f93e-aeb3-5b598cc96a4f,HYD-03,7,0.022,0,1195
10f888f1-571e-f93e-aeb3-5b598cc96a4f,ELEC-04,9,0.07,0,853
10f888f1-571e-f93e-aeb3-5b598cc96a4f,CHS-05,6,0.03,0,1502
8881fd39-1578-e8a6-3690-01ff3b1d3cea,ENG-01,21,0.08,0,4309
8881fd39-1578-e8a6-3690-01ff3b1d3cea,TRN-02,11,0.049,0,2670
8881fd39-1578-e8a6-3690-01ff3b1d3cea,HYD-03,15,0.031,0,1137
8881fd39-1578-e8a6-3690-01ff3b1d3cea,ELEC-04,9,0.064,0,817
8881fd39-1578-e8a6-3690-01ff3b1d3cea,CHS-05,17,0.013,0,1420
07b39a02-946d-12de-1716-b8f6995aac6a,ENG-01,19,0.064,1148,4204
07b39a02-946d-12de-1716-b8f6995aac6a,TRN-02,22,0.061,0,2932
07b39a02-946d-12de-1716-b8f6995aac6a,HYD-03,10,0.042,0,1142
07b39a02-946d-12de-1716-b8f6995aac6a,ELEC-04,16,0.043,0,877
07b39a02-946d-12de-1716-b8f6995aac6a,CHS-05,19,0.025,37,1468
05adefaa-430b-e55d-c521-41e6e60a6157,ENG-01,4,0.075,433,4497
05adefaa-430b-e55d-c521-41e6e60a6157,TRN-02,11,0.055,1473,3054
05adefaa-430b-e55d-c521-41e6e60a6157,HYD-03,15,0.048,80,1183
05adefaa-430b-e55d-c521-41e6e60a6157,ELEC-04,12,0.05,887,884
05adefaa-430b-e55d-c521-41e6e60a6157,CHS-05,6,0.037,2407,1524
01804b2b-0201-465e-d8dd-4e4781755459,ENG-01,21,0.082,1627,4407
01804b2b-0201-465e-d8dd-4e4781755459,TRN-02,18,0.045,734,2746
01804b2b-0201-465e-d8dd-4e4781755459,HYD-03,22,0.043,0,1100
01804b2b-0201-465e-d8dd-4e4781755459,ELEC-04,11,0.059,1342,817
01804b2b-0201-465e-d8dd-4e4781755459,CHS-05,9,0.025,0,1472
5b6dd667-5182-2767-f51f-1d05fd02524c,ENG-01,8,0.06,2418,4517
5b6dd667-5182-2767-f51f-1d05fd02524c,TRN-02,8,0.06,0,3001
5b6dd667-5182-2767-f51f-1d05fd02524c,HYD-03,3,0.024,0,1219
5b6dd667-5182-2767-f51f-1d05fd02524c,ELEC-04,10,0.072,0,866
5b6dd667-5182-2767-f51f-1d05fd02524c,CHS-05,15,0.027,0,1517
e4b61a18-3f9e-e813-cb3d-927c28c33082,ENG-01,9,0.052,0,4562
e4b61a18-3f9e-e813-cb3d-927c28c33082,TRN-02,19,0.048,0,2754
e4b61a18-3f9e-e813-cb3d-927c28c33082,HYD-03,22,0.023,0,1146
e4b61a18-3f9e-e813-cb3d-927c28c33082,ELEC-04,15,0.063,376,820
e4b61a18-3f9e-e813-cb3d-927c28c33082,CHS-05,11,0.01,0,1447
f21945dd-db98-0466-ab6b-2c80ce50647c,ENG-01,14,0.082,1233,3799
f21945dd-db98-0466-ab6b-2c80ce50647c,TRN-02,22,0.062,573,2848
f21945dd-db98-0466-ab6b-2c80ce50647c,HYD-03,23,0.058,184,1055
f21945dd-db98-0466-ab6b-2c80ce50647c,ELEC-04,24,0.074,834,769
f21945dd-db98-0466-ab6b-2c80ce50647c,CHS-05,20,0.035,1092,1358
10c3bbc1-ac2f-14e4-abac-2ae28a804413,ENG-01,11,0.056,0,4382
10c3bbc1-ac2f-14e4-abac-2ae28a804413,TRN-02,6,0.063,643,2824
10c3bbc1-ac2f-14e4-abac-2ae28a804413,HYD-03,14,0.028,0,1199
10c3bbc1-ac2f-14e4-abac-2ae28a804413,ELEC-04,10,0.058,0,838
10c3bbc1-ac2f-14e4-abac-2ae28a804413,CHS-05,3,0.036,81,1532
141fe034-1661-9ae6-2838-215887365701,ENG-01,8,0.058,406,4464
141fe034-1661-9ae6-2838-215887365701,TRN-02,9,0.031,848,2722
141fe034-1661-9ae6-2838-215887365701,HYD-03,10,0.06,1478,1115
141fe034-1661-9ae6-2838-215887365701,ELEC-04,17,0.076,278,775
141fe034-1661-9ae6-2838-215887365701,CHS-05,16,0.026,2110,1361
a1d25e29-d6a4-2dbd-d405-67657ab69371,ENG-01,13,0.09,296,4197
a1d25e29-d6a4-2dbd-d405-67657ab69371,TRN-02,22,0.057,0,2929
a1d25e29-d6a4-2dbd-d405-67657ab69371,HYD-03,17,0.055,1151,1125
a1d25e29-d6a4-2dbd-d405-67657ab69371,ELEC-04,15,0.067,0,869
a1d25e29-d6a4-2dbd-d405-67657ab69371,CHS-05,14,0.04,693,1411
e9ba7946-632a-00ee-938f-106280e1817b,ENG-01,16,0.058,1225,4605
e9ba7946-632a-00ee-938f-106280e1817b,TRN-02,10,0.047,19,2924
e9ba7946-632a-00ee-938f-106280e1817b,HYD-03,13,0.036,953,1190
e9ba7946-632a-00ee-938f-106280e1817b,ELEC-04,5,0.04,2598,835
e9ba7946-632a-00ee-938f-106280e1817b,CHS-05,13,0.04,1235,1495
f30fc09d-e7a9-c87c-7199-8511a9fd3c60,ENG-01,14,0.067,3308,4248
f30fc09d-e7a9-c87c-7199-8511a9fd3c60,TRN-02,6,0.067,353,2628
f30fc09d-e7a9-c87c-7199-8511a9fd3c60,HYD-03,9,0.025,3366,1103
f30fc09d-e7a9-c87c-7199-8511a9fd3c60,ELEC-04,7,0.042,1913,772
f30fc09d-e7a9-c87c-7199-8511a9fd3c60,CHS-05,14,0.034,1203,1336
1740f4c1-674e-c369-3a2f-d7548920a3be,ENG-01,21,0.085,0,4300
1740f4c1-674e-c369-3a2f-d7548920a3be,TRN-02,14,0.048,1567,2679
1740f4c1-674e-c369-3a2f-d7548920a3be,HYD-03,9,0.022,2341,1169
1740f4c1-674e-c369-3a2f-d7548920a3be,ELEC-04,18,0.042,617,782
1740f4c1-674e-c369-3a2f-d7548920a3be,CHS-05,11,0.022,2751,1419
7cec5913-3be9-045a-ba78-10df37661c9e,ENG-01,22,0.052,311,4217
7cec5913-3be9-045a-ba78-10df37661c9e,TRN-02,19,0.069,0,2810
7cec5913-3be9-045a-ba78-10df37661c9e,HYD-03,15,0.03,2520,1124
7cec5913-3be9-045a-ba78-10df37661c9e,ELEC-04,12,0.078,544,836
7cec5913-3be9-045a-ba78-10df37661c9e,CHS-05,21,0.029,494,1453
91a06305-6390-4733-e1e0-1c968b6a6776,ENG-01,23,0.058,2338,4122
91a06305-6390-4733-e1e0-1c968b6a6776,TRN-02,23,0.054,1145,2767
91a06305-6390-4733-e1e0-1c968b6a6776,HYD-03,25,0.051,402,1079
91a06305-6390-4733-e1e0-1c968b6a6776,ELEC-04,18,0.057,2311,794
91a06305-6390-4733-e1e0-1c968b6a6776,CHS-05,25,0.031,0,1341
07aab2aa-d012-df63-b9a0-3c82840d5779,ENG-01,8,0.088,0,4095
07aab2aa-d012-df63-b9a0-3c82840d5779,TRN-02,10,0.063,0,2483
07aab2aa-d012-df63-b9a0-3c82840d5779,HYD-03,6,0.042,0,1061
07aab2aa-d012-df63-b9a0-3c82840d5779,ELEC-04,12,0.053,0,773
07aab2aa-d012-df63-b9a0-3c82840d5779,CHS-05,11,0.024,0,1368
dae2ce12-aec7-605d-f039-dcf95df7f5a4,ENG-01,19,0.068,0,4362
dae2ce12-aec7-605d-f039-dcf95df7f5a4,TRN-02,12,0.065,0,2518
dae2ce12-aec7-605d-f039-dcf95df7f5a4,HYD-03,10,0.025,956,1119
dae2ce12-aec7-605d-f039-dcf95df7f5a4,ELEC-04,19,0.063,0,763
dae2ce12-aec7-605d-f039-dcf95df7f5a4,CHS-05,9,0.014,1834,1368
f7db87bd-dc13-3af0-91cd-853005628ccc,ENG-01,9,0.087,684,4111
f7db87bd-dc13-3af0-91cd-853005628ccc,TRN-02,20,0.047,1433,2776
f7db87bd-dc13-3af0-91cd-853005628ccc,HYD-03,8,0.054,417,1091
f7db87bd-dc13-3af0-91cd-853005628ccc,ELEC-04,10,0.08,2164,800
